,feature 1,feature 2,group
740,206929.0,14444.0,age >90
741,175196.0,18710.0,age >90
742,613703.0,11053.0,age >90
743,540948.0,14295.0,age >90
744,224014.0,17330.0,age >90
745,141278.0,9537.0,age >90
746,247135.0,19418.0,age >90
747,191115.0,15187.0,age >90
748,36111.0,14906.0,age >90
749,97472.0,31766.0,age >90
750,832250.0,8986.0,age >90
751,235950.0,13939.0,age >90
752,109068.0,14822.0,age >90
753,165020.0,12736.0,age >90
754,437008.0,18144.0,age >90
755,121140.0,12735.0,age >90
756,842301.0,9748.0,age >90
757,222390.0,8879.0,age >90
758,242235.0,9582.0,age >90
759,190244.0,9805.0,age >90
760,208997.0,18605.0,age >90
761,132575.0,11038.0,age >90
762,79365.0,16739.0,age >90
763,434835.0,16366.0,age >90
764,156507.0,20404.0,age >90
765,83364.0,13664.0,age >90
766,119067.0,9772.0,age >90
767,826924.0,6692.0,age >90
768,315904.0,13840.0,age >90
769,270985.0,16389.0,age >90
770,91593.0,23728.0,age >90
771,63875.0,16596.0,age >90
772,72856.0,10066.0,age >90
773,807992.0,15647.0,age >90
774,289631.0,19407.0,age >90
775,299585.0,18473.0,age >90
776,135061.0,15953.0,age >90
777,302999.0,14093.0,age >90
778,570322.0,12230.0,age >90
779,365660.0,16926.0,age >90
780,325297.0,11036.0,age >90
781,393712.0,25197.0,age >90
782,144234.0,13795.0,age >90
783,132112.0,11332.0,age >90
784,310427.0,10973.0,age >90
785,26770.0,7555.0,age >90
786,534651.0,15606.0,age >90
787,73486.0,10943.0,age >90
788,187567.0,14345.0,age >90
789,206091.0,8659.0,age >90
790,75601.0,15054.0,age >90
791,48727.0,7454.0,age >90
792,182709.0,7585.0,age >90
793,225520.0,19139.0,age >90
794,518042.0,12032.0,age >90
795,710174.0,15863.0,age >90
796,600058.0,8259.0,age >90
797,146886.0,17314.0,age >90
798,352011.0,10082.0,age >90
799,212290.0,15332.0,age >90
800,775734.0,19359.0,age >90
801,467430.0,28173.0,age >90
802,548281.0,8459.0,age >90
803,71522.0,12347.0,age >90
804,251230.0,8605.0,age >90
805,475510.0,11353.0,age >90
806,590612.0,15297.0,age >90
807,1097641.0,14513.0,age >90
808,220681.0,12572.0,age >90
809,748409.0,16082.0,age >90
810,65707.0,16578.0,age >90
811,496611.0,9800.0,age >90
812,79090.0,10225.0,age >90
813,378380.0,16997.0,age >90
814,65765.0,9763.0,age >90
815,461560.0,13990.0,age >90
816,661094.0,8107.0,age >90
817,94899.0,23716.0,age >90
818,81182.0,15618.0,age >90
819,77751.0,38424.0,age >90
820,24274.0,25002.0,age >90
821,190460.0,19115.0,age >90
822,259118.0,10108.0,age >90
823,725265.0,15654.0,age >90
824,278583.0,12345.0,age >90
825,48882.0,6563.0,age >90
826,245048.0,15033.0,age >90
827,228740.0,7755.0,age >90
828,338593.0,14161.0,age >90
829,2001648.0,9399.0,age >90
830,2376086.0,14609.0,age >90
831,99241.0,13708.0,age >90
832,401572.0,11290.0,age >90
833,121145.0,7729.0,age >90
834,409452.0,13751.0,age >90
835,618934.0,12752.0,age >90
836,91246.0,12354.0,age >90
837,687097.0,9518.0,age >90
838,53883.0,18376.0,age >90
839,84531.0,23650.0,age >90
840,141128.0,17428.0,age >90
841,475292.0,23617.0,age >90
842,716571.0,11144.0,age >90
843,1427746.0,12823.0,age >90
844,561180.0,11164.0,age >90
845,329572.0,10642.0,age >90
846,404655.0,9461.0,age >90
847,137201.0,5223.0,age >90
848,784737.0,7152.0,age >90
849,391058.0,10563.0,age >90
850,254743.0,8344.0,age >90
851,328430.0,23200.0,age >90
852,634708.0,10277.0,age >90
853,1037779.0,15835.0,age >90
854,164218.0,18919.0,age >90
855,640532.0,8808.0,age >90
856,3520049.0,9698.0,age >90
857,489307.0,11475.0,age >90
858,120742.0,14158.0,age >90
859,399375.0,21162.0,age >90
860,124686.0,16759.0,age >90
861,214783.0,19665.0,age >90
862,828195.0,13024.0,age >90
863,384330.0,13184.0,age >90
864,1187827.0,14904.0,age >90
865,441189.0,7426.0,age >90
866,167690.0,13929.0,age >90
867,721911.0,8065.0,age >90
868,413555.0,8778.0,age >90
869,79993.0,11156.0,age >90
870,225887.0,7975.0,age >90
871,205989.0,13595.0,age >90
872,948318.0,21671.0,age >90
873,436692.0,11237.0,age >90
874,301012.0,18159.0,age >90
875,234340.0,10908.0,age >90
876,493750.0,11226.0,age >90
877,225461.0,14119.0,age >90
878,89206.0,14328.0,age >90
879,21624.0,13783.0,age >90
880,122966.0,16154.0,age >90
881,223035.0,17367.0,age >90
882,458792.0,11008.0,age >90
883,186304.0,17912.0,age >90
884,60159.0,21856.0,age >90
885,459761.0,10935.0,age >90
886,231438.0,11473.0,age >90
887,142401.0,24492.0,age >90
888,292998.0,17104.0,age >90
889,4722183.0,9565.0,age >90
890,412533.0,7372.0,age >90
891,632682.0,9235.0,age >90
892,470213.0,14769.0,age >90
893,352043.0,38563.0,age >90
894,650576.0,11870.0,age >90
895,230654.0,12179.0,age >90
896,153071.0,9692.0,age >90
897,145103.0,10450.0,age >90
898,655107.0,12527.0,age >90
899,85309.0,12940.0,age >90
900,328785.0,13672.0,age >90
901,366257.0,8499.0,age >90
902,73327.0,8500.0,age >90
903,73877.0,9375.0,age >90
904,161714.0,11667.0,age >90
905,470913.0,19549.0,age >90
906,1083525.0,18278.0,age >90
907,572244.0,10587.0,age >90
908,435901.0,10430.0,age >90
909,372767.0,22249.0,age >90
910,127789.0,7663.0,age >90
911,338738.0,9689.0,age >90
912,274389.0,8550.0,age >90
913,366907.0,9612.0,age >90
914,84582.0,6005.0,age >90
915,268126.0,8402.0,age >90
916,531305.0,25693.0,age >90
917,100596.0,11158.0,age >90
918,177751.0,8387.0,age >90
919,428814.0,12815.0,age >90
920,1260949.0,10009.0,age >90
921,157743.0,15821.0,age >90
922,71966.0,11666.0,age >90
923,296696.0,15631.0,age >90
924,404659.0,7932.0,age >90
925,108342.0,11720.0,age >90
926,597100.0,12210.0,age >90
927,201470.0,12859.0,age >90
928,222123.0,5854.0,age >90
929,472251.0,17398.0,age >90
930,807364.0,12025.0,age >90
931,213830.0,12347.0,age >90
932,651814.0,10578.0,age >90
933,355321.0,18636.0,age >90
934,275773.0,25265.0,age >90
935,571897.0,27286.0,age >90
936,180284.0,33256.0,age >90
937,1521885.0,10964.0,age >90
938,253819.0,7460.0,age >90
939,265276.0,10027.0,age >90
940,182369.0,8852.0,age >90
941,916885.0,34503.0,age >90
942,194082.0,25421.0,age >90
943,147361.0,33879.0,age >90
944,457311.0,20021.0,age >90
945,842936.0,5947.0,age >90
946,132279.0,8742.0,age >90
947,636535.0,9811.0,age >90
948,291998.0,6495.0,age >90
949,274305.0,8194.0,age >90
950,763209.0,11795.0,age >90
951,206797.0,14530.0,age >90
952,1524355.0,5965.0,age >90
953,40133.0,10579.0,age >90
954,150980.0,20955.0,age >90
955,73576.0,8434.0,age >90
956,220019.0,12858.0,age >90
957,309201.0,25388.0,age >90
958,134103.0,13634.0,age >90
959,246253.0,25892.0,age >90
960,121537.0,16416.0,age >90
961,589451.0,10564.0,age >90
962,567123.0,10670.0,age >90
963,173713.0,24191.0,age >90
964,1717390.0,13958.0,age >90
965,149734.0,20744.0,age >90
966,110063.0,15998.0,age >90
967,78414.0,4775.0,age >90
968,478810.0,6647.0,age >90
969,166058.0,12325.0,age >90
970,137508.0,7487.0,age >90
971,249221.0,10006.0,age >90
972,234523.0,35097.0,age >90
973,301894.0,17963.0,age >90
974,1329817.0,11842.0,age >90
975,177507.0,9243.0,age >90
976,341975.0,11319.0,age >90
977,438717.0,12125.0,age >90
978,488152.0,24965.0,age >90
979,268508.0,17223.0,age >90
980,535058.0,6858.0,age >90
981,356928.0,7325.0,age >90
982,221053.0,17198.0,age >90
983,158996.0,12547.0,age >90
984,286432.0,15736.0,age >90
985,406126.0,13072.0,age >90
986,194553.0,17925.0,age >90
987,123523.0,12215.0,age >90
988,657769.0,9331.0,age >90
989,311866.0,19442.0,age >90
990,109275.0,9842.0,age >90
991,1782286.0,4886.0,age >90
992,2118979.0,9407.0,age >90
993,76681.0,7215.0,age >90
994,425739.0,9004.0,age >90
995,239953.0,13215.0,age >90
996,1133197.0,6259.0,age >90
997,201765.0,8295.0,age >90
998,220860.0,11544.0,age >90
999,345302.0,13808.0,age >90
1000,580470.0,10997.0,age >90
1001,526869.0,11747.0,age >90
1002,83541.0,14895.0,age >90
1003,183132.0,18622.0,age >90
1004,794653.0,11742.0,age >90
1005,209391.0,23429.0,age >90
1006,101998.0,13582.0,age >90
1007,134124.0,9880.0,age >90
1008,31881.0,16015.0,age 18-90
1009,128415.0,6135.0,age 18-90
1010,335677.0,9138.0,age 18-90
1011,98790.0,6423.0,age 18-90
1012,40911.0,8909.0,age 18-90
1013,36756.0,12778.0,age 18-90
1014,719856.0,12902.0,age 18-90
1015,188094.0,13219.0,age 18-90
1016,613125.0,8045.0,age 18-90
1017,1115532.0,20868.0,age 18-90
1018,275908.0,8912.0,age 18-90
1019,360957.0,7573.0,age 18-90
1020,296693.0,6588.0,age 18-90
1021,356955.0,6029.0,age 18-90
1022,244857.0,13306.0,age 18-90
1023,84732.0,8639.0,age 18-90
1024,105952.0,8802.0,age 18-90
1025,55088.0,8134.0,age 18-90
1026,243026.0,6865.0,age 18-90
1027,122345.0,11576.0,age 18-90
1028,1755404.0,9121.0,age 18-90
1029,123501.0,12215.0,age 18-90
1030,33408.0,14273.0,age 18-90
1031,222138.0,10563.0,age 18-90
1032,32178.0,9271.0,age 18-90
1033,43044.0,12397.0,age 18-90
1034,1421431.0,9075.0,age 18-90
1035,341645.0,5851.0,age 18-90
1036,1366648.0,4346.0,age 18-90
1037,646529.0,17110.0,age 18-90
1038,331642.0,9330.0,age 18-90
1039,33570.0,10518.0,age 18-90
1040,562662.0,8644.0,age 18-90
1041,110867.0,9786.0,age 18-90
1042,109422.0,13237.0,age 18-90
1043,183324.0,9424.0,age 18-90
1044,94697.0,9545.0,age 18-90
1045,226373.0,8352.0,age 18-90
1046,236183.0,7103.0,age 18-90
1047,34198.0,6432.0,age 18-90
1048,85951.0,5881.0,age 18-90
1049,193561.0,5245.0,age 18-90
1050,596460.0,7878.0,age 18-90
1051,335215.0,3932.0,age 18-90
1052,197681.0,5165.0,age 18-90
1053,2892971.0,8684.0,age 18-90
1054,158317.0,8051.0,age 18-90
1055,1172788.0,5681.0,age 18-90
1056,201441.0,5910.0,age 18-90
1057,41199.0,11821.0,age 18-90
1058,43974.0,6907.0,age 18-90
1059,29715.0,6797.0,age 18-90
1060,41472.0,10687.0,age 18-90
1061,216565.0,5396.0,age 18-90
1062,86823.0,10741.0,age 18-90
1063,68881.0,17129.0,age 18-90
1064,136641.0,7370.0,age 18-90
1065,1125689.0,11672.0,age 18-90
1066,1136687.0,8401.0,age 18-90
1067,146171.0,21233.0,age 18-90
1068,72036.0,9323.0,age 18-90
1069,695884.0,11426.0,age 18-90
1070,61348.0,12670.0,age 18-90
1071,58772.0,13247.0,age 18-90
1072,1533059.0,12186.0,age 18-90
1073,36450.0,16711.0,age 18-90
1074,56252.0,9248.0,age 18-90
1075,102834.0,7515.0,age 18-90
1076,76175.0,12887.0,age 18-90
1077,319434.0,14575.0,age 18-90
1078,67856.0,12025.0,age 18-90
1079,104613.0,13238.0,age 18-90
1080,162119.0,20344.0,age 18-90
1081,44758.0,22601.0,age 18-90
1082,38110.0,11114.0,age 18-90
1083,145864.0,11051.0,age 18-90
1084,372604.0,8677.0,age 18-90
1085,261654.0,12511.0,age 18-90
1086,58700.0,18641.0,age 18-90
1087,116032.0,11354.0,age 18-90
1088,416095.0,7383.0,age 18-90
1089,617781.0,8049.0,age 18-90
1090,897004.0,10110.0,age 18-90
1091,75464.0,9380.0,age 18-90
1092,80588.0,9603.0,age 18-90
1093,101724.0,11957.0,age 18-90
1094,17878.0,13954.0,age 18-90
1095,154541.0,11902.0,age 18-90
1096,248820.0,22544.0,age 18-90
1097,20354.0,9698.0,age 18-90
1098,86703.0,9218.0,age 18-90
1099,230677.0,12454.0,age 18-90
1100,34384.0,13304.0,age 18-90
1101,46542.0,9306.0,age 18-90
1102,93399.0,10153.0,age 18-90
1103,88476.0,8247.0,age 18-90
1104,768687.0,7946.0,age 18-90
1105,192134.0,7857.0,age 18-90
1106,171382.0,10903.0,age 18-90
1107,153505.0,4656.0,age 18-90
1108,98423.0,8061.0,age 18-90
1109,160016.0,11257.0,age 18-90
1110,232224.0,10368.0,age 18-90
1111,188607.0,10302.0,age 18-90
1112,783363.0,5477.0,age 18-90
1113,112453.0,8040.0,age 18-90
1114,73069.0,7421.0,age 18-90
1115,75331.0,9810.0,age 18-90
1116,1240364.0,7962.0,age 18-90
1117,298186.0,6814.0,age 18-90
1118,433378.0,7101.0,age 18-90
1119,136951.0,12838.0,age 18-90
1120,64317.0,10986.0,age 18-90
1121,1241351.0,8238.0,age 18-90
1122,370733.0,13353.0,age 18-90
1123,38215.0,13964.0,age 18-90
1124,294254.0,8529.0,age 18-90
1125,109681.0,14781.0,age 18-90
1126,46049.0,7018.0,age 18-90
1127,198877.0,11931.0,age 18-90
1128,3003663.0,15864.0,age 18-90
1129,3223210.0,10126.0,age 18-90
1130,112133.0,7537.0,age 18-90
1131,75786.0,7219.0,age 18-90
1132,514055.0,6796.0,age 18-90
1133,720478.0,5954.0,age 18-90
1134,176492.0,6226.0,age 18-90
1135,47881.0,13383.0,age 18-90
1136,504189.0,23256.0,age 18-90
1137,103298.0,1381.0,age 18-90
1138,336177.0,26131.0,age 18-90
1139,38269.0,20951.0,age 18-90
1140,287170.0,11662.0,age 18-90
1141,35190.0,12007.0,age 18-90
1142,130028.0,15052.0,age 18-90
1143,98372.0,14127.0,age 18-90
1144,60199.0,14999.0,age 18-90
1145,120841.0,15846.0,age 18-90
1146,27246.0,10234.0,age 18-90
1147,257229.0,10635.0,age 18-90
1148,197458.0,9219.0,age 18-90
1149,652742.0,10085.0,age 18-90
1150,199772.0,9868.0,age 18-90
1151,234282.0,7364.0,age 18-90
1152,988874.0,5155.0,age 18-90
1153,94201.0,21105.0,age 18-90
1154,58138.0,12673.0,age 18-90
1155,979325.0,12347.0,age 18-90
1156,71341.0,9862.0,age 18-90
1157,1197639.0,10870.0,age 18-90
1158,451398.0,6599.0,age 18-90
1159,51997.0,14313.0,age 18-90
1160,128677.0,9207.0,age 18-90
1161,85443.0,9856.0,age 18-90
1162,1683767.0,13249.0,age 18-90
1163,367396.0,17065.0,age 18-90
1164,9885.0,17547.0,age 18-90
1165,56256.0,19602.0,age 18-90
1166,198750.0,9695.0,age 18-90
1167,16647.0,17552.0,age 18-90
1168,99891.0,13622.0,age 18-90
1169,432155.0,13916.0,age 18-90
1170,645277.0,16400.0,age 18-90
1171,87275.0,11689.0,age 18-90
1172,61988.0,9621.0,age 18-90
1173,139332.0,11364.0,age 18-90
1174,104623.0,18148.0,age 18-90
1175,290544.0,15230.0,age 18-90
1176,16993.0,19134.0,age 18-90
1177,1163693.0,7419.0,age 18-90
1178,84305.0,16541.0,age 18-90
1179,680676.0,17039.0,age 18-90
1180,18845.0,14134.0,age 18-90
1181,117882.0,5779.0,age 18-90
1182,75711.0,20801.0,age 18-90
1183,241016.0,7665.0,age 18-90
1184,113361.0,10523.0,age 18-90
1185,72633.0,12725.0,age 18-90
1186,298528.0,7468.0,age 18-90
1187,690396.0,13497.0,age 18-90
1188,32442.0,12586.0,age 18-90
1189,58723.0,11360.0,age 18-90
1190,417723.0,22416.0,age 18-90
1191,219037.0,9227.0,age 18-90
1192,1496296.0,8527.0,age 18-90
1193,418718.0,9531.0,age 18-90
1194,710512.0,13904.0,age 18-90
1195,665168.0,9591.0,age 18-90
1196,82638.0,1590.0,age 18-90
1197,128469.0,7685.0,age 18-90
1198,88485.0,12821.0,age 18-90
1199,324780.0,9884.0,age 18-90
1200,13822.0,12263.0,age 18-90
1201,503316.0,12284.0,age 18-90
1202,219695.0,18230.0,age 18-90
1203,1180466.0,8207.0,age 18-90
1204,54348.0,7374.0,age 18-90
1205,854866.0,4020.0,age 18-90
1206,953362.0,9476.0,age 18-90
1207,85044.0,17217.0,age 18-90
1208,86882.0,16090.0,age 18-90
1209,210927.0,7514.0,age 18-90
1210,479120.0,7387.0,age 18-90
1211,457101.0,9827.0,age 18-90
1212,102266.0,6340.0,age 18-90
1213,1077979.0,4714.0,age 18-90
1214,93102.0,8513.0,age 18-90
1215,958085.0,6558.0,age 18-90
1216,84660.0,10174.0,age 18-90
1217,233508.0,13583.0,age 18-90
1218,1288034.0,7220.0,age 18-90
1219,674010.0,5468.0,age 18-90
1220,324817.0,5831.0,age 18-90
1221,118528.0,5064.0,age 18-90
1222,138536.0,4692.0,age 18-90
1223,2217066.0,6927.0,age 18-90
1224,494063.0,6959.0,age 18-90
1225,138199.0,7420.0,age 18-90
1226,44451.0,11936.0,age 18-90
1227,72279.0,9328.0,age 18-90
1228,43709.0,9652.0,age 18-90
1229,40120.0,19494.0,age 18-90
1230,445777.0,7331.0,age 18-90
1231,111563.0,20940.0,age 18-90
1232,139508.0,15912.0,age 18-90
1233,651942.0,16064.0,age 18-90
1234,60603.0,13426.0,age 18-90
1235,1139575.0,6333.0,age 18-90
1236,99953.0,15889.0,age 18-90
1237,646393.0,18366.0,age 18-90
1238,59265.0,19547.0,age 18-90
1239,1843056.0,8130.0,age 18-90
1240,84851.0,22200.0,age 18-90
1241,394966.0,16290.0,age 18-90
1242,57929.0,13620.0,age 18-90
1243,111508.0,17053.0,age 18-90
1244,222692.0,8058.0,age 18-90
1245,886550.0,5441.0,age 18-90
1246,760691.0,7069.0,age 18-90
1247,277429.0,7808.0,age 18-90
1248,566434.0,8761.0,age 18-90
1249,508739.0,4394.0,age 18-90
1250,27540.0,9465.0,age 18-90
1251,180544.0,6633.0,age 18-90
1252,242898.0,13150.0,age 18-90
1253,76380.0,6582.0,age 18-90
1254,26180.0,7965.0,age 18-90
1255,817565.0,10295.0,age 18-90
1256,51964.0,4299.0,age 18-90
1257,182363.0,10795.0,age 18-90
1258,1605800.0,11276.0,age 18-90
1259,925092.0,11242.0,age 18-90
1260,328553.0,9197.0,age 18-90
1261,92242.0,16509.0,age 18-90
1262,50194.0,14849.0,age 18-90
1263,129688.0,14401.0,age 18-90
1264,276519.0,14559.0,age 18-90
1265,83788.0,10552.0,age 18-90
1266,62869.0,20536.0,age 18-90
1267,36129.0,15939.0,age 18-90
1268,20814.0,13728.0,age 18-90
1269,25230.0,7510.0,age 18-90
1270,350319.0,6493.0,age 18-90
1271,96248.0,6577.0,age 18-90
1272,918845.0,6963.0,age 18-90
1273,858451.0,7669.0,age 18-90
1274,343486.0,6855.0,age 18-90
1275,118675.0,4876.0,age 18-90
1276,169781.0,8182.0,age 18-90
1277,35663.0,13838.0,age 18-90
1278,408383.0,12922.0,age 18-90
1279,599904.0,12145.0,age 18-90
1280,989749.0,14585.0,age 18-90
1281,204703.0,13317.0,age 18-90
1282,142445.0,14302.0,age 18-90
1283,173993.0,9572.0,age 18-90
1284,89034.0,6960.0,age 18-90
1285,110909.0,18250.0,age 18-90
1286,65680.0,11764.0,age 18-90
1287,157048.0,13703.0,age 18-90
1288,144360.0,9686.0,age 18-90
1289,42871.0,8413.0,age 18-90
1290,167973.0,6971.0,age 18-90
1291,655792.0,11553.0,age 18-90
1292,156379.0,5305.0,age 18-90
1293,431642.0,11822.0,age 18-90
1294,856841.0,11030.0,age 18-90
1295,84254.0,9648.0,age 18-90
1296,161764.0,6222.0,age 18-90
1297,137252.0,8064.0,age 18-90
1298,356669.0,5262.0,age 18-90
1299,247189.0,9319.0,age 18-90
1300,419707.0,13418.0,age 18-90
1301,297880.0,10002.0,age 18-90
1302,572829.0,28511.0,age 18-90
1303,1318950.0,26246.0,age 18-90
1304,577579.0,25584.0,age 18-90
1305,1328906.0,34510.0,age 18-90
1306,86714.0,17559.0,age 18-90
1307,149675.0,26569.0,age 18-90
1308,152103.0,37861.0,age 18-90
1309,413612.0,32162.0,age 18-90
1310,74794.0,20877.0,age 18-90
1311,118189.0,17733.0,age 18-90
1312,39451.0,22008.0,age 18-90
1313,300202.0,13391.0,age 18-90
1314,715189.0,16342.0,age 18-90
1315,55279.0,33717.0,age 18-90
1316,146113.0,12729.0,age 18-90
1317,2243836.0,12703.0,age 18-90
1318,72557.0,21507.0,age 18-90
1319,804574.0,17650.0,age 18-90
1320,198756.0,19482.0,age 18-90
1321,229695.0,5426.0,age 18-90
1322,930161.0,5157.0,age 18-90
1323,200978.0,6031.0,age 18-90
1324,91892.0,7101.0,age 18-90
1325,128445.0,8518.0,age 18-90
1326,1211488.0,6830.0,age 18-90
1327,286890.0,7757.0,age 18-90
1328,26886.0,10124.0,age 18-90
1329,134163.0,7381.0,age 18-90
1330,197915.0,12401.0,age 18-90
1331,532404.0,10067.0,age 18-90
1332,143998.0,5262.0,age 18-90
1333,126088.0,7473.0,age 18-90
1334,183911.0,15789.0,age 18-90
1335,516212.0,6472.0,age 18-90
1336,65222.0,12545.0,age 18-90
1337,155006.0,16040.0,age 18-90
1338,485181.0,9433.0,age 18-90
1339,597293.0,15873.0,age 18-90
1340,207388.0,23341.0,age 18-90
1341,355475.0,5988.0,age 18-90
1342,207638.0,8308.0,age 18-90
1343,57256.0,11254.0,age 18-90
1344,311806.0,19716.0,age 18-90
1345,153293.0,13631.0,age 18-90
1346,58853.0,19863.0,age 18-90
1347,86009.0,10410.0,age 18-90
1348,219896.0,6264.0,age 18-90
1349,244953.0,8911.0,age 18-90
1350,952489.0,6020.0,age 18-90
1351,77787.0,5673.0,age 18-90
1352,857802.0,9056.0,age 18-90
1353,343934.0,8207.0,age 18-90
1354,105978.0,6232.0,age 18-90
1355,215763.0,11433.0,age 18-90
1356,51354.0,9584.0,age 18-90
1357,141848.0,7216.0,age 18-90
1358,630998.0,5059.0,age 18-90
1359,226822.0,6503.0,age 18-90
1360,1062100.0,7407.0,age 18-90
1361,96842.0,9018.0,age 18-90
1362,283536.0,6983.0,age 18-90
1363,610073.0,8508.0,age 18-90
1364,34466.0,7931.0,age 18-90
1365,325770.0,4658.0,age 18-90
1366,178213.0,9866.0,age 18-90
1367,165487.0,6065.0,age 18-90
1368,28240.0,4606.0,age 18-90
1369,46638.0,6929.0,age 18-90
1370,61980.0,7322.0,age 18-90
1371,1254108.0,9114.0,age 18-90
1372,134940.0,12543.0,age 18-90
1373,245611.0,7024.0,age 18-90
1374,382866.0,5736.0,age 18-90
1375,67307.0,8490.0,age 18-90
1376,93780.0,12705.0,age 18-90
1377,479229.0,8566.0,age 18-90
1378,336948.0,9316.0,age 18-90
1379,234830.0,14601.0,age 18-90
1380,82370.0,13435.0,age 18-90
1381,245592.0,8172.0,age 18-90
1382,158707.0,6620.0,age 18-90
1383,163609.0,6367.0,age 18-90
1384,1177782.0,5738.0,age 18-90
1385,492084.0,8162.0,age 18-90
1386,265996.0,6447.0,age 18-90
1387,37448.0,10518.0,age 18-90
1388,119446.0,13236.0,age 18-90
1389,739552.0,9157.0,age 18-90
1390,1003321.0,8870.0,age 18-90
1391,172688.0,18895.0,age 18-90
1392,715751.0,4657.0,age 18-90
1393,44687.0,14686.0,age 18-90
1394,880210.0,9109.0,age 18-90
1395,114460.0,6729.0,age 18-90
1396,67397.0,7270.0,age 18-90
1397,231512.0,6284.0,age 18-90
1398,126866.0,8168.0,age 18-90
1399,229406.0,9066.0,age 18-90
1400,168337.0,16736.0,age 18-90
1401,66891.0,7322.0,age 18-90
1402,1530341.0,10014.0,age 18-90
1403,124912.0,9981.0,age 18-90
1404,296603.0,8696.0,age 18-90
1405,127988.0,18213.0,age 18-90
1406,118177.0,22398.0,age 18-90
1407,198319.0,18776.0,age 18-90
1408,292607.0,16679.0,age 18-90
1409,216382.0,10894.0,age 18-90
1410,126972.0,15463.0,age 18-90
1411,278920.0,9302.0,age 18-90
1412,132405.0,11949.0,age 18-90
1413,80054.0,9828.0,age 18-90
1414,78681.0,14052.0,age 18-90
1415,245117.0,9743.0,age 18-90
1416,55587.0,20626.0,age 18-90
1417,908499.0,9192.0,age 18-90
1418,306095.0,9458.0,age 18-90
1419,93211.0,13863.0,age 18-90
1420,185641.0,10331.0,age 18-90
1421,122349.0,9656.0,age 18-90
1422,119015.0,11121.0,age 18-90
1423,277966.0,15428.0,age 18-90
1424,25262.0,10255.0,age 18-90
1425,131778.0,9382.0,age 18-90
1426,786339.0,11857.0,age 18-90
1427,292640.0,8623.0,age 18-90
1428,1536614.0,15696.0,age 18-90
1429,195386.0,11898.0,age 18-90
1430,505773.0,14458.0,age 18-90
1431,159608.0,9345.0,age 18-90
1432,52805.0,7587.0,age 18-90
1433,1816733.0,18031.0,age 18-90
1434,629898.0,7907.0,age 18-90
